formula,processing,structure_type,test_temp_C,Al_at_pct,Co_at_pct,Cr_at_pct,Cu_at_pct,Fe_at_pct,Mn_at_pct,Ni_at_pct,Ti_at_pct,V_at_pct,Zr_at_pct,Nb_at_pct,Mo_at_pct,W_at_pct,Hf_at_pct,Ta_at_pct,Si_at_pct,hardness_HV,density_calc,grain_size_um,yield_strength_MPa,uts_MPa,elongation_pct,young_modulus_calc_GPa
Co0.986 Cr0.952 Fe0.933 Mn0.914 Ni1,WROUGHT,other,25.0,0.0,20.61,19.9,0.0,19.5,19.1,20.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,2.0,585.0,815.0,31.7,
Co0.986 Cr0.952 Fe0.933 Mn0.914 Ni1,WROUGHT,other,25.0,0.0,20.61,19.9,0.0,19.5,19.1,20.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,3.6,425.0,735.0,40.2,
Co0.986 Cr0.952 Fe0.933 Mn0.914 Ni1,WROUGHT,FCC,25.0,0.0,20.61,19.9,0.0,19.5,19.1,20.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,17.1,270.0,630.0,46.2,220.0
Co0.986 Cr0.952 Fe0.933 Mn0.914 Ni1,WROUGHT,other,25.0,0.0,20.61,19.9,0.0,19.5,19.1,20.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,0.07,1120.0,1175.0,1.5,
Co1 Cr1 Fe1 Mn1 Ni1,WROUGHT,FCC,25.0,0.0,20.0,20.0,0.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,245.48,293.1,625.6,63.0,220.0
Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0,20.0,0.0,,9.9,40.0,985.0,1004.0,15.7,107.0
Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0,20.0,0.0,,9.9,87.0,972.0,999.5,12.6,107.0
Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0,20.0,0.0,,9.9,112.0,967.0,980.6,10.8,107.0
Co1 Fe1 Ni1,WROUGHT,FCC,25.0,0.0,33.33,0.0,0.0,33.33,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.5,42.0,276.0,540.0,51.0,207.0
Co1 Fe1 Ni1,WROUGHT,FCC,25.0,0.0,33.33,0.0,0.0,33.33,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.5,74.0,217.0,498.0,47.0,207.0
Co1 Fe1 Ni1,WROUGHT,FCC,25.0,0.0,33.33,0.0,0.0,33.33,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.5,90.0,201.0,430.0,44.5,207.0
Cr0.286 Mo0.476 Nb1 Ta0.024 Ti0.31 V0.286,POWDER,other,25.0,0.0,0.0,12.01,0.0,0.0,0.0,0.0,13.01,12.01,0.0,41.98,19.98,0.0,0.0,1.01,0.0,741.0,8.0,0.075,2680.0,,,
Hf1 Mo1 Nb1 Ti1 Zr1,CAST,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,20.0,20.0,0.0,20.0,0.0,0.0,,8.7,,1719.0,,,128.0
Fe1 Mn1 Ni1,WROUGHT,FCC,25.0,0.0,0.0,0.0,0.0,33.33,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.1,0.862,529.0,613.0,25.0,203.0
Fe1 Mn1 Ni1,WROUGHT,FCC,25.0,0.0,0.0,0.0,0.0,33.33,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.1,0.894,522.0,601.0,25.0,203.0
Fe1 Mn1 Ni1,WROUGHT,FCC,25.0,0.0,0.0,0.0,0.0,33.33,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.1,1.25,460.0,599.0,27.0,203.0
Fe1 Mn1 Ni1,WROUGHT,FCC,25.0,0.0,0.0,0.0,0.0,33.33,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.1,1.75,407.0,536.0,26.0,203.0
Fe1 Mn1 Ni1,WROUGHT,FCC,25.0,0.0,0.0,0.0,0.0,33.33,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.1,2.26,372.0,542.0,31.0,203.0
Fe1 Mn1 Ni1,WROUGHT,FCC,25.0,0.0,0.0,0.0,0.0,33.33,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.1,3.52,322.0,554.0,49.0,203.0
Co1 Mn1 Ni1,WROUGHT,FCC,25.0,0.0,33.33,0.0,0.0,0.0,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.4,1.43,333.0,569.0,40.0,202.0
Co1 Mn1 Ni1,WROUGHT,FCC,25.0,0.0,33.33,0.0,0.0,0.0,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.4,0.4,601.0,608.0,24.0,202.0
Co1 Mn1 Ni1,WROUGHT,FCC,25.0,0.0,33.33,0.0,0.0,0.0,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.4,1.58,321.0,566.0,50.5,202.0
Co1 Mn1 Ni1,WROUGHT,FCC,25.0,0.0,33.33,0.0,0.0,0.0,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.4,2.67,267.0,506.0,62.5,202.0
Co1 Cr0.25 Ni1,WROUGHT,FCC,25.0,0.0,44.44,11.11,0.0,0.0,0.0,44.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.7,0.212,745.0,824.0,36.0,213.0
Co1 Cr0.25 Ni1,WROUGHT,FCC,25.0,0.0,44.44,11.11,0.0,0.0,0.0,44.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.7,0.34,623.0,746.0,53.0,213.0
Co1 Cr0.25 Ni1,WROUGHT,FCC,25.0,0.0,44.44,11.11,0.0,0.0,0.0,44.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.7,1.46,387.0,626.0,73.0,213.0
Co1 Cr0.25 Ni1,WROUGHT,FCC,25.0,0.0,44.44,11.11,0.0,0.0,0.0,44.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.7,2.65,330.0,553.0,101.0,213.0
Co1 Cr1 Fe1 Ni1,WROUGHT,FCC,25.0,0.0,25.0,25.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.2,0.295,631.0,732.0,39.0,226.0
Co1 Cr1 Fe1 Ni1,WROUGHT,FCC,25.0,0.0,25.0,25.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.2,0.5529999999999999,494.0,732.0,51.0,226.0
Co1 Cr1 Fe1 Ni1,WROUGHT,FCC,25.0,0.0,25.0,25.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.2,0.72,448.0,672.0,65.0,226.0
Co1 Cr1 Fe1 Ni1,WROUGHT,FCC,25.0,0.0,25.0,25.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.2,3.4,273.0,567.0,85.0,226.0
Co1 Cr1 Fe1 Ni1,WROUGHT,FCC,25.0,0.0,25.0,25.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.2,32.2,172.0,504.0,105.0,226.0
Co0.25 Cr1 Ni1,WROUGHT,FCC,25.0,0.0,11.11,44.44,0.0,0.0,0.0,44.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.1,0.497,518.0,744.0,36.0,238.0
Co0.25 Cr1 Ni1,WROUGHT,FCC,25.0,0.0,11.11,44.44,0.0,0.0,0.0,44.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.1,0.848,462.0,703.0,46.0,238.0
Co0.25 Cr1 Ni1,WROUGHT,FCC,25.0,0.0,11.11,44.44,0.0,0.0,0.0,44.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.1,1.78,395.0,644.0,58.0,238.0
Co0.25 Cr1 Ni1,WROUGHT,FCC,25.0,0.0,11.11,44.44,0.0,0.0,0.0,44.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.1,1.98,356.0,588.0,64.0,238.0
Co1 Cr1 Fe1 Mn1 Ni1,CAST,FCC,25.0,0.0,20.0,20.0,0.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,,210.0,,57.0,220.0
Co1 Cr1 Fe1 Mn1 Ni1,WROUGHT,FCC,25.0,0.0,20.0,20.0,0.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,,1150.0,,6.0,220.0
Co1 Cr1 Fe1 Mn1 Ni1,WROUGHT,FCC,25.0,0.0,20.0,20.0,0.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,,1300.0,,2.0,220.0
Co1 Cr1 Fe1 Mn1 Ni1,WROUGHT,FCC,25.0,0.0,20.0,20.0,0.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,4.0,1050.0,,8.0,220.0
Co1 Cr1 Fe1 Mn1 Ni1,WROUGHT,FCC,25.0,0.0,20.0,20.0,0.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,8.0,560.0,,49.0,220.0
Co1 Cr1 Fe1 Mn1 Ni1,WROUGHT,FCC,25.0,0.0,20.0,20.0,0.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,8.0,520.0,,47.0,220.0
Co1 Cr1 Fe1 Mn1 Ni1,WROUGHT,FCC,25.0,0.0,20.0,20.0,0.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,10.0,320.0,,59.0,220.0
Co1 Cr1 Fe1 Mn1 Ni1,WROUGHT,FCC,25.0,0.0,20.0,20.0,0.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,20.0,280.0,,62.0,220.0
Al1 Co1 Cr1 Fe1 Ni1,CAST,other,25.0,20.0,20.0,20.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519.0,6.7,204.0,1631.0,,16.0,
Al1 Co1 Cr1 Fe1 Ni1,CAST,other,25.0,20.0,20.0,20.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493.0,6.7,185.0,1209.0,,23.0,
Co0.318 Cr0.227 Fe1 Mo0.091 Ni0.182,WROUGHT,other,25.0,0.0,17.49,12.49,0.0,55.01,0.0,10.01,0.0,0.0,0.0,0.0,5.01,0.0,0.0,0.0,0.0,,8.2,4.4,443.0,840.0,61.6,
Co0.327 Cr0.227 Fe1 Mo0.136 Ni0.127,WROUGHT,other,25.0,0.0,18.0,12.49,0.0,55.04,0.0,6.99,0.0,0.0,0.0,0.0,7.48,0.0,0.0,0.0,0.0,,8.2,3.2,711.0,1096.0,38.3,
Co0.318 Cr0.227 Fe1 Mo0.091 Ni0.182,WROUGHT,other,25.0,0.0,17.49,12.49,0.0,55.01,0.0,10.01,0.0,0.0,0.0,0.0,5.01,0.0,0.0,0.0,0.0,,8.2,26.3,301.0,718.0,77.5,
Co0.327 Cr0.227 Fe1 Mo0.136 Ni0.127,WROUGHT,other,25.0,0.0,18.0,12.49,0.0,55.04,0.0,6.99,0.0,0.0,0.0,0.0,7.48,0.0,0.0,0.0,0.0,,8.2,4.8,684.0,1078.0,48.1,
Co0.318 Cr0.227 Fe1 Mo0.091 Ni0.182,WROUGHT,other,25.0,0.0,17.49,12.49,0.0,55.01,0.0,10.01,0.0,0.0,0.0,0.0,5.01,0.0,0.0,0.0,0.0,,8.2,70.1,261.0,673.0,86.6,
Co0.327 Cr0.227 Fe1 Mo0.136 Ni0.127,WROUGHT,other,25.0,0.0,18.0,12.49,0.0,55.04,0.0,6.99,0.0,0.0,0.0,0.0,7.48,0.0,0.0,0.0,0.0,,8.2,5.4,506.0,933.0,59.3,
Co0.318 Cr0.227 Fe1 Mo0.091 Ni0.182,WROUGHT,other,25.0,0.0,17.49,12.49,0.0,55.01,0.0,10.01,0.0,0.0,0.0,0.0,5.01,0.0,0.0,0.0,0.0,,8.2,136.5,231.0,638.0,87.2,
Co0.327 Cr0.227 Fe1 Mo0.136 Ni0.127,WROUGHT,other,25.0,0.0,18.0,12.49,0.0,55.04,0.0,6.99,0.0,0.0,0.0,0.0,7.48,0.0,0.0,0.0,0.0,,8.2,120.6,296.0,693.0,63.2,
Cr1 Cu1 Fe1 Mn1 Ni1,CAST,other,25.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.1,,615.0,950.0,14.0,
Mo1 Nb1 Re0.5 W1,CAST,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,33.33,33.33,0.0,0.0,0.0,473.0,13.7,,896.0,,10.4,298.0
C0.2 Mo1 Nb1 Re0.5 Ta0.2 W1,CAST,other,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.25,31.25,31.25,0.0,6.25,0.0,510.0,13.5,,1074.0,,12.1,
C0.4 Mo1 Nb1 Re0.5 Ta0.4 W1,CAST,other,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.41,29.41,29.41,0.0,11.76,0.0,558.0,13.4,,1144.0,,12.7,
C0.5 Mo1 Nb1 Re0.5 Ta0.5 W1,CAST,other,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57,28.57,28.57,0.0,14.29,0.0,583.0,13.3,,1202.0,,14.2,
C0.6 Mo1 Nb1 Re0.5 Ta0.6 W1,CAST,other,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.78,27.78,27.78,0.0,16.67,0.0,615.0,13.3,,1241.0,,13.8,
Co0.286 Cr0.429 Fe1 Mn0.143 Ni0.714 V0.286,WROUGHT,FCC,25.0,0.0,10.01,15.01,0.0,34.99,5.0,24.98,0.0,10.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.9,8.7,401.0,717.0,49.0,208.0
Co0.286 Cr0.429 Fe1 Mn0.143 Ni0.714 V0.286,WROUGHT,FCC,25.0,0.0,10.01,15.01,0.0,34.99,5.0,24.98,0.0,10.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.9,10.4,350.0,690.0,50.0,208.0
Co0.286 Cr0.429 Fe1 Mn0.143 Ni0.714 V0.286,WROUGHT,FCC,25.0,0.0,10.01,15.01,0.0,34.99,5.0,24.98,0.0,10.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.9,11.2,312.0,660.0,51.0,208.0
Co0.286 Cr0.429 Fe1 Mn0.143 Ni0.714 V0.286,WROUGHT,FCC,25.0,0.0,10.01,15.01,0.0,34.99,5.0,24.98,0.0,10.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.9,48.2,240.0,610.0,53.0,208.0
Co0.286 Cr0.429 Fe1 Mn0.143 Ni0.714 V0.286,WROUGHT,FCC,25.0,0.0,10.01,15.01,0.0,34.99,5.0,24.98,0.0,10.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.9,82.7,210.0,593.0,52.0,208.0
Al1 Co0.5 Cr0.5 Fe0.5 Ni0.5,CAST,other,25.0,33.33,16.67,16.67,0.0,16.67,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,581.7,5.9,80.67,1241.0,,9.98,
Al1 Co0.556 Cr0.556 Fe0.556 Ni0.556 Ti0.111,CAST,other,25.0,29.99,16.67,16.67,0.0,16.67,0.0,16.67,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,605.5,5.9,66.93,1324.0,,10.02,
Al1 Co0.667 Cr0.667 Fe0.667 Ni0.667 Ti0.333,CAST,other,25.0,24.99,16.67,16.67,0.0,16.67,0.0,16.67,8.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,641.7,6.1,56.27,1566.0,,11.85,
Al1 Co0.833 Cr0.833 Fe0.833 Ni0.833 Ti0.667,CAST,other,25.0,20.0,16.66,16.66,0.0,16.66,0.0,16.66,13.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,639.6,6.2,49.95,1503.0,,7.73,
Al1 Co1 Cr1 Fe1 Ni1 Ti1,CAST,other,25.0,16.67,16.67,16.67,0.0,16.67,0.0,16.67,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,703.0,6.2,30.49,1448.0,,6.18,
Al0.667 Co0.833 Cr0.833 Fe0.833 Ni0.833 Ti1,CAST,other,25.0,13.34,16.66,16.66,0.0,16.66,0.0,16.66,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,856.9,6.3,22.03,1272.0,,3.15,
Al1 Co1 Cr1 Fe1 Ni1,,other,25.0,20.0,20.0,20.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.7,,1300.0,,24.2,
Al0.8 Co1 Cr1 Fe1 Ni1 Ti0.2,,other,25.0,16.0,20.0,20.0,0.0,20.0,0.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.8,,968.0,,30.1,
Al0.5 Co1 Cr1 Fe1 Ni1 Ti0.5,,other,25.0,10.0,20.0,20.0,0.0,20.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.9,,1100.0,,27.5,
Al1 Co1 Cu1 Fe1 Ni1,,other,25.0,20.0,20.0,0.0,20.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.0,,1060.0,,19.1,
Al1 Co1 Cr1 Cu1 Fe1 Ni1,,other,25.0,16.67,16.67,16.67,16.67,16.67,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.1,,1285.0,,24.6,
Al1 Co1 Cu1 Fe1 Ni1 Ti1,,other,25.0,16.67,16.67,0.0,16.67,16.67,0.0,16.67,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.5,,1612.0,,12.8,
Al1 Co1 Cr1 Cu1 Fe1 Ni1 Ti1,,other,25.0,14.29,14.29,14.29,14.29,14.29,0.0,14.29,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.6,,1523.0,,8.1,
Al1 Cr1 Fe1 Ni1,,other,25.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.3,,1271.0,,14.0,
Al1 Co0.25 Cr1 Fe1 Ni1,,other,25.0,23.53,5.88,23.53,0.0,23.53,0.0,23.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.4,,1363.0,,19.0,
Al1 Co0.5 Cr1 Fe1 Ni1,,other,25.0,22.22,11.11,22.22,0.0,22.22,0.0,22.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.5,,1349.0,,20.0,
Al1 Co0.75 Cr1 Fe1 Ni1,,other,25.0,21.05,15.79,21.05,0.0,21.05,0.0,21.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.6,,1331.0,,20.0,
Al1 Co1 Cr1 Fe1 Ni1,,other,25.0,20.0,20.0,20.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.7,,1313.0,,19.0,
Co1 Cr1 Fe1 Mn1,,other,25.0,0.0,25.0,25.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.8,,338.0,,4.3,
Hf1 Nb1 Ta1 Ti1 W1 Zr1,CAST,other,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,16.67,16.67,0.0,16.67,16.67,16.67,0.0,,11.2,29.4,1550.0,,26.3,
Hf1 Mo1 Nb1 Ta1 Ti1 W1 Zr1,CAST,other,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,14.29,14.29,14.29,14.29,14.29,14.29,0.0,,11.1,31.7,1637.0,,15.5,
Nb1 Ti1 Zr1,CAST,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,33.33,33.33,0.0,0.0,0.0,0.0,0.0,372.0,6.5,,1223.0,,48.0,94.0
Hf1 Nb1 Ti1 Zr1,CAST,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,25.0,0.0,0.0,25.0,0.0,0.0,351.0,8.4,,1000.0,,52.0,89.0
Co1 Cr1 Fe1 Ni1,CAST,FCC,25.0,0.0,25.0,25.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.9,8.2,,163.0,,80.0,226.0
Co1 Cr1 Fe1 Ni1 W0.2,CAST,FCC,25.0,0.0,23.81,23.81,0.0,23.81,0.0,23.81,0.0,0.0,0.0,0.0,0.0,4.76,0.0,0.0,0.0,244.0,8.9,,335.0,,52.0,238.0
Co1 Cr1 Fe1 Ni1 W0.5,CAST,other,25.0,0.0,22.22,22.22,0.0,22.22,0.0,22.22,0.0,0.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0,357.9,9.8,,556.0,,35.6,
Cr1 Fe1 Mo1 Nb1 V1,CAST,other,25.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,826.0,8.1,,2663.0,,2.7,
Cr1 Fe1 Mo1 Nb1 Ti1,CAST,other,25.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,792.0,7.6,,1647.0,,0.9,
Fe1 Mo1 Nb1 Ti1 V1,CAST,other,25.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,20.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,699.0,7.4,,1707.0,,1.7,
Al0.15 Cr0.5 Cu0.25 Fe0.5 Ni1,WROUGHT,FCC,25.0,6.25,0.0,20.83,10.42,20.83,0.0,41.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,7.8,,62.0,169.0,98.0,200.0
Al0.15 Cr0.5 Cu0.25 Fe0.5 Ni1,WROUGHT,other,25.0,6.25,0.0,20.83,10.42,20.83,0.0,41.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.0,7.8,,350.0,642.0,73.0,
Al0.15 Cr0.5 Cu0.25 Fe0.5 Ni1,WROUGHT,other,25.0,6.25,0.0,20.83,10.42,20.83,0.0,41.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.0,7.8,,535.0,904.0,39.0,
Al0.15 Cr0.5 Cu0.25 Fe0.5 Ni1,WROUGHT,other,25.0,6.25,0.0,20.83,10.42,20.83,0.0,41.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,7.8,,255.0,584.0,88.0,
Co1 Cr1 Fe1 Ni1 Ti0.3,WROUGHT,FCC,25.0,0.0,23.26,23.26,0.0,23.26,0.0,23.26,6.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.0,7.8,90.0,540.0,772.0,60.0,214.0
Co0.333 Cr0.667 Fe0.667 Ni1 Ti0.2,WROUGHT,FCC,25.0,0.0,11.61,23.26,0.0,23.26,0.0,34.88,6.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.0,7.8,90.0,586.0,875.0,46.0,213.0
Cr0.5 Fe0.5 Ni1 Ti0.15,WROUGHT,FCC,25.0,0.0,0.0,23.26,0.0,23.26,0.0,46.51,6.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335.0,7.8,90.0,672.0,982.0,37.0,212.0
Hf0.25 Ti1 V0.5 Zr0.5,CAST,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.44,22.22,22.22,0.0,0.0,0.0,11.11,0.0,0.0,338.3,6.5,,1160.0,,50.0,100.0
Hf0.25 Nb0.125 Ti1 V0.5 Zr0.5,CAST,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.11,21.05,21.05,5.26,0.0,0.0,10.53,0.0,0.0,332.4,6.6,,1115.0,,50.0,100.0
Hf0.25 Nb0.25 Ti1 V0.5 Zr0.5,CAST,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,20.0,10.0,0.0,0.0,10.0,0.0,0.0,322.5,6.7,,1065.0,,50.0,100.0
Hf0.25 Nb0.375 Ti1 V0.5 Zr0.5,CAST,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.1,19.05,19.05,14.29,0.0,0.0,9.52,0.0,0.0,318.9,6.8,,1025.0,,50.0,100.0
Hf0.25 Nb0.5 Ti1 V0.5 Zr0.5,CAST,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.36,18.18,18.18,18.18,0.0,0.0,9.09,0.0,0.0,310.4,6.9,,980.0,,50.0,101.0
Cr1 Cu1 Fe1 Mn1 Ni1,WROUGHT,other,25.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398.0,8.1,,1190.0,1300.0,4.3,
Cr1 Cu1 Fe1 Mn1 Ni1,WROUGHT,other,25.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,8.1,1.4,1170.0,1270.0,10.7,
Cr1 Cu1 Fe1 Mn1 Ni1,WROUGHT,other,25.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.0,8.1,1.5,1030.0,1190.0,11.4,
Cr1 Cu1 Fe1 Mn1 Ni1,WROUGHT,other,25.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.0,8.1,1.9,970.0,1110.0,12.1,
